campaign_id,brand,campaign_name,platform,ad_format,objective,audience_segment,date,month,week,day_of_week,is_weekend,impressions,reach,frequency,spend,cpm,clicks,ctr,engagements,likes,comments,shares,saves,engagement_rate,video_views,video_views_25pct,video_views_50pct,video_views_75pct,video_views_100pct,vtr,conversions,revenue,cpc,cpa,cvr,roas
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,Retargeting — Cart Abandoners,2024-08-14,2024-08,2024-W32,Wednesday,False,62292,50212,1.24,438.14,7.03,695,1.1157,1301,844,139,176,133,2.0886,28121,39370,28121,21091,15466,45.1438,13,820.72,0.63,33.7,1.8705,1.8732
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,18-24 Female,2024-08-15,2024-08,2024-W32,Thursday,False,40107,29729,1.35,438.14,10.92,595,1.4835,1562,861,89,228,78,3.8946,0,0,0,0,0,0.0,8,397.98,0.74,54.77,1.3445,0.9083
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,Lookalike 1%,2024-08-16,2024-08,2024-W32,Friday,False,64516,49271,1.31,438.14,6.79,440,0.682,2762,1743,236,396,207,4.2811,28645,40104,28645,21484,15755,44.3998,7,482.22,1.0,62.59,1.5909,1.1006
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,18-24 Female,2024-08-17,2024-08,2024-W32,Saturday,True,50263,33262,1.51,438.14,8.72,521,1.0365,1215,700,140,213,171,2.4173,27353,38294,27353,20514,15044,54.4198,6,474.63,0.84,73.02,1.1516,1.0833
1000,NovaSkin,Summer Glow Launch,Meta,Reels,Awareness,25-34 Female,2024-08-18,2024-08,2024-W33,Sunday,True,49075,36959,1.33,438.14,8.93,789,1.6077,1401,899,167,131,142,2.8548,22162,31028,22162,16622,12189,45.1594,14,1069.76,0.56,31.3,1.7744,2.4416
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,25-34 Male,2024-08-19,2024-08,2024-W33,Monday,False,45690,28234,1.62,438.14,9.59,223,0.4881,818,558,42,112,76,1.7903,0,0,0,0,0,0.0,2,100.0,1.96,219.07,0.8969,0.2282
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,Lookalike 1%,2024-08-20,2024-08,2024-W33,Tuesday,False,52789,37738,1.4,438.14,8.3,486,0.9206,1923,1237,107,163,198,3.6428,0,0,0,0,0,0.0,18,1395.16,0.9,24.34,3.7037,3.1843
1000,NovaSkin,Summer Glow Launch,Meta,Reels,Awareness,Interest — Tech,2024-08-21,2024-08,2024-W33,Wednesday,False,23786,16411,1.45,219.07,9.21,444,1.8666,510,299,45,77,59,2.1441,12049,16869,12049,9037,6627,50.6558,7,649.39,0.49,31.3,1.5766,2.9643
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,Interest — Tech,2024-08-21,2024-08,2024-W33,Wednesday,False,19709,11887,1.66,219.06,11.11,182,0.9234,447,252,37,56,30,2.268,0,0,0,0,0,0.0,6,228.45,1.2,36.51,3.2967,1.0429
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,18-24 Female,2024-08-22,2024-08,2024-W33,Thursday,False,38926,27974,1.39,438.14,11.26,752,1.9319,1923,1329,223,320,218,4.9401,0,0,0,0,0,0.0,15,1252.32,0.58,29.21,1.9947,2.8583
1000,NovaSkin,Summer Glow Launch,Meta,Carousel,Awareness,18-24 Female,2024-08-23,2024-08,2024-W33,Friday,False,43080,28444,1.51,219.07,5.09,734,1.7038,778,432,72,88,89,1.8059,0,0,0,0,0,0.0,0,0.0,0.3,0.0,0.0,0.0
1000,NovaSkin,Summer Glow Launch,Meta,Stories,Awareness,Retargeting — Cart Abandoners,2024-08-23,2024-08,2024-W33,Friday,False,37220,23299,1.6,219.07,5.89,715,1.921,1787,1218,181,286,139,4.8012,0,0,0,0,0,0.0,13,745.53,0.31,16.85,1.8182,3.4031
1000,NovaSkin,Summer Glow Launch,Meta,Carousel,Awareness,Retargeting — Cart Abandoners,2024-08-24,2024-08,2024-W33,Saturday,True,35720,28524,1.25,219.07,6.13,610,1.7077,1637,978,184,194,83,4.5829,0,0,0,0,0,0.0,8,582.9,0.36,27.38,1.3115,2.6608
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,Lookalike 1%,2024-08-24,2024-08,2024-W33,Saturday,True,25353,15723,1.61,219.07,8.64,564,2.2246,535,368,63,96,29,2.1102,19124,24085,19124,14343,10518,75.4309,9,655.81,0.39,24.34,1.5957,2.9937
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,25-34 Female,2024-08-25,2024-08,2024-W34,Sunday,True,26102,20782,1.26,219.07,8.39,412,1.5784,859,583,95,89,120,3.2909,11025,15435,11025,8268,6063,42.2381,0,0.0,0.53,0.0,0.0,0.0
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,Retargeting — Site Visitors,2024-08-25,2024-08,2024-W34,Sunday,True,18558,14013,1.32,219.07,11.8,199,1.0723,160,98,10,19,17,0.8622,0,0,0,0,0,0.0,4,318.1,1.1,54.77,2.0101,1.452
1000,NovaSkin,Summer Glow Launch,Meta,Reels,Awareness,18-24 Female,2024-08-26,2024-08,2024-W34,Monday,False,27075,18844,1.44,219.06,8.09,228,0.8421,954,530,109,164,71,3.5235,9485,13279,9485,7113,5216,35.0323,1,71.26,0.96,219.06,0.4386,0.3253
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,18-24 Female,2024-08-26,2024-08,2024-W34,Monday,False,20009,15972,1.25,219.07,10.95,488,2.4389,282,166,17,35,24,1.4094,15186,19008,15186,11389,8352,75.8958,1,70.26,0.45,219.07,0.2049,0.3207
1000,NovaSkin,Summer Glow Launch,Meta,Carousel,Awareness,25-34 Male,2024-08-27,2024-08,2024-W34,Tuesday,False,44697,30930,1.45,438.14,9.8,999,2.235,1964,1371,118,273,173,4.394,0,0,0,0,0,0.0,7,463.97,0.44,62.59,0.7007,1.059
1000,NovaSkin,Summer Glow Launch,Meta,Carousel,Awareness,Lookalike 1%,2024-08-28,2024-08,2024-W34,Wednesday,False,67939,55659,1.22,438.14,6.45,1535,2.2594,2101,1453,230,220,199,3.0925,0,0,0,0,0,0.0,0,0.0,0.29,0.0,0.0,0.0
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,Retargeting — Site Visitors,2024-08-29,2024-08,2024-W34,Thursday,False,65859,51343,1.28,438.14,6.65,1241,1.8843,2137,1329,169,338,243,3.2448,0,0,0,0,0,0.0,35,2486.63,0.35,12.52,2.8203,5.6754
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,Interest — Beauty,2024-08-30,2024-08,2024-W34,Friday,False,39357,28064,1.4,438.14,11.13,416,1.057,1820,1170,200,318,117,4.6243,0,0,0,0,0,0.0,5,399.73,1.05,87.63,1.2019,0.9123
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,25-34 Male,2024-08-31,2024-08,2024-W34,Saturday,True,127698,93046,1.37,219.07,1.72,3539,2.7714,1794,1035,177,217,246,1.4049,89539,121313,89539,67154,49246,70.1178,69,4707.59,0.06,3.17,1.9497,21.4888
1000,NovaSkin,Summer Glow Launch,Meta,Stories,Awareness,Lookalike 1%,2024-08-31,2024-08,2024-W34,Saturday,True,37595,24021,1.57,219.07,5.83,404,1.0746,178,107,15,26,9,0.4735,0,0,0,0,0,0.0,4,302.88,0.54,54.77,0.9901,1.3826
1000,NovaSkin,Summer Glow Launch,Meta,Carousel,Awareness,Interest — Fitness,2024-09-01,2024-09,2024-W35,Sunday,True,44242,31261,1.42,219.07,4.95,284,0.6419,2068,1280,211,173,155,4.6743,0,0,0,0,0,0.0,5,363.34,0.77,43.81,1.7606,1.6586
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,25-34 Female,2024-09-01,2024-09,2024-W35,Sunday,True,21244,13879,1.53,219.07,10.31,21,0.0989,316,174,22,31,26,1.4875,0,0,0,0,0,0.0,0,0.0,10.43,0.0,0.0,0.0
1000,NovaSkin,Summer Glow Launch,Meta,Stories,Awareness,25-34 Male,2024-09-02,2024-09,2024-W35,Monday,False,40105,27404,1.46,438.14,10.92,712,1.7753,878,562,58,113,72,2.1893,0,0,0,0,0,0.0,3,147.35,0.62,146.05,0.4213,0.3363
1000,NovaSkin,Summer Glow Launch,Meta,Carousel,Awareness,Interest — Fitness,2024-09-03,2024-09,2024-W35,Tuesday,False,57199,45863,1.25,438.14,7.66,1083,1.8934,3041,2046,304,405,296,5.3165,0,0,0,0,0,0.0,12,738.46,0.4,36.51,1.108,1.6854
1000,NovaSkin,Summer Glow Launch,Meta,Reels,Awareness,Retargeting — Site Visitors,2024-09-04,2024-09,2024-W35,Wednesday,False,84452,61470,1.37,438.14,5.19,1106,1.3096,1391,835,82,120,207,1.6471,35376,49527,35376,26532,19457,41.8889,14,1163.32,0.4,31.3,1.2658,2.6551
1000,NovaSkin,Summer Glow Launch,Meta,Stories,Awareness,25-34 Male,2024-09-05,2024-09,2024-W35,Thursday,False,49780,33688,1.48,219.07,4.4,722,1.4504,1373,792,75,211,147,2.7581,0,0,0,0,0,0.0,8,557.65,0.3,27.38,1.108,2.5455
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,25-34 Male,2024-09-05,2024-09,2024-W35,Thursday,False,26679,19911,1.34,219.06,8.21,292,1.0945,26,17,2,4,2,0.0975,0,0,0,0,0,0.0,5,289.27,0.75,43.81,1.7123,1.3205
1000,NovaSkin,Summer Glow Launch,Meta,Carousel,Awareness,Retargeting — Cart Abandoners,2024-09-06,2024-09,2024-W35,Friday,False,85639,61403,1.39,438.14,5.12,85,0.0993,4088,2452,413,610,272,4.7735,0,0,0,0,0,0.0,1,83.82,5.15,438.14,1.1765,0.1913
1000,NovaSkin,Summer Glow Launch,Meta,Carousel,Awareness,Retargeting — Cart Abandoners,2024-09-07,2024-09,2024-W35,Saturday,True,38965,29500,1.32,219.07,5.62,505,1.296,1982,1120,173,233,189,5.0866,0,0,0,0,0,0.0,6,412.96,0.43,36.51,1.1881,1.8851
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,35-44 Mixed,2024-09-07,2024-09,2024-W35,Saturday,True,15711,11923,1.32,219.06,13.94,325,2.0686,509,299,37,49,71,3.2398,10613,14859,10613,7960,5837,67.5514,11,454.51,0.67,19.91,3.3846,2.0748
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,Interest — Beauty,2024-09-08,2024-09,2024-W36,Sunday,True,68852,45189,1.52,438.14,6.36,1334,1.9375,3423,1935,391,544,179,4.9715,0,0,0,0,0,0.0,38,2967.28,0.33,11.53,2.8486,6.7724
1000,NovaSkin,Summer Glow Launch,Meta,Stories,Awareness,18-24 Female,2024-09-09,2024-09,2024-W36,Monday,False,32283,22203,1.45,438.14,13.57,537,1.6634,770,516,38,87,69,2.3852,0,0,0,0,0,0.0,4,321.39,0.82,109.53,0.7449,0.7335
1000,NovaSkin,Summer Glow Launch,Meta,Carousel,Awareness,25-34 Male,2024-09-10,2024-09,2024-W36,Tuesday,False,54942,35965,1.53,219.07,3.99,348,0.6334,1670,926,119,263,129,3.0396,0,0,0,0,0,0.0,1,58.17,0.63,219.07,0.2874,0.2655
1000,NovaSkin,Summer Glow Launch,Meta,Reels,Awareness,Interest — Beauty,2024-09-10,2024-09,2024-W36,Tuesday,False,33431,20686,1.62,219.07,6.55,229,0.685,956,611,52,148,67,2.8596,18055,25277,18055,13541,9930,54.0068,2,140.65,0.96,109.53,0.8734,0.642
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,Retargeting — Site Visitors,2024-09-11,2024-09,2024-W36,Wednesday,False,215934,156146,1.38,438.14,2.03,1307,0.6053,4558,3096,529,534,351,2.1108,0,0,0,0,0,0.0,10,513.41,0.34,43.81,0.7651,1.1718
1000,NovaSkin,Summer Glow Launch,Meta,Carousel,Awareness,Interest — Fitness,2024-09-12,2024-09,2024-W36,Thursday,False,42113,26232,1.61,438.14,10.4,435,1.0329,1414,916,94,127,105,3.3576,0,0,0,0,0,0.0,9,671.98,1.01,48.68,2.069,1.5337
1000,NovaSkin,Summer Glow Launch,Meta,Stories,Awareness,25-34 Female,2024-09-13,2024-09,2024-W36,Friday,False,27246,18873,1.44,219.07,8.04,163,0.5983,207,125,18,22,23,0.7597,0,0,0,0,0,0.0,0,0.0,1.34,0.0,0.0,0.0
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,35-44 Mixed,2024-09-13,2024-09,2024-W36,Friday,False,37367,30431,1.23,219.07,5.86,424,1.1347,1125,714,133,142,76,3.0107,0,0,0,0,0,0.0,17,446.08,0.52,12.89,4.0094,2.0362
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,35-44 Mixed,2024-09-14,2024-09,2024-W36,Saturday,True,47315,36951,1.28,438.14,9.26,1061,2.2424,1332,832,72,160,132,2.8152,31922,44691,31922,23941,17557,67.467,7,508.99,0.41,62.59,0.6598,1.1617
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,Interest — Beauty,2024-09-15,2024-09,2024-W37,Sunday,True,32686,25638,1.27,438.14,13.4,465,1.4226,1546,948,115,271,105,4.7299,0,0,0,0,0,0.0,3,210.62,0.94,146.05,0.6452,0.4807
1000,NovaSkin,Summer Glow Launch,Meta,Reels,Awareness,Interest — Fitness,2024-09-16,2024-09,2024-W37,Monday,False,31687,25542,1.24,219.07,6.91,264,0.8331,558,348,51,63,70,1.761,19330,27062,19330,14497,10631,61.0029,3,202.43,0.83,73.02,1.1364,0.924
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,Retargeting — Cart Abandoners,2024-09-16,2024-09,2024-W37,Monday,False,18634,11491,1.62,219.06,11.76,217,1.1645,304,204,35,48,36,1.6314,0,0,0,0,0,0.0,0,0.0,1.01,0.0,0.0,0.0
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,Interest — Tech,2024-09-17,2024-09,2024-W37,Tuesday,False,28873,17604,1.64,219.07,7.59,323,1.1187,1886,1125,110,288,130,6.5321,11979,16771,11979,8984,6588,41.4886,3,160.63,0.68,73.02,0.9288,0.7332
1000,NovaSkin,Summer Glow Launch,Meta,Stories,Awareness,35-44 Mixed,2024-09-17,2024-09,2024-W37,Tuesday,False,36142,28276,1.28,219.07,6.06,680,1.8815,1000,584,58,87,119,2.7669,0,0,0,0,0,0.0,4,347.35,0.32,54.77,0.5882,1.5855
1000,NovaSkin,Summer Glow Launch,Meta,Stories,Awareness,25-34 Female,2024-09-18,2024-09,2024-W37,Wednesday,False,71525,51100,1.4,438.14,6.13,1399,1.956,1666,1020,137,298,83,2.3293,0,0,0,0,0,0.0,10,502.05,0.31,43.81,0.7148,1.1459
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,Retargeting — Cart Abandoners,2024-09-19,2024-09,2024-W37,Thursday,False,37871,22750,1.66,438.14,11.57,549,1.4497,823,557,82,114,63,2.1732,13401,18761,13401,10050,7370,35.3859,5,273.76,0.8,87.63,0.9107,0.6248
1000,NovaSkin,Summer Glow Launch,Meta,Reels,Awareness,Interest — Beauty,2024-09-20,2024-09,2024-W37,Friday,False,62751,43194,1.45,438.14,6.98,867,1.3817,2209,1490,129,187,195,3.5203,30896,43254,30896,23172,16992,49.2359,15,1134.34,0.51,29.21,1.7301,2.589
1000,NovaSkin,Summer Glow Launch,Meta,Reels,Awareness,Interest — Tech,2024-09-21,2024-09,2024-W37,Saturday,True,227552,186409,1.22,438.14,1.93,7857,3.4528,9200,5919,941,768,1283,4.043,120895,169254,120895,90671,66492,53.1285,98,8318.75,0.06,4.47,1.2473,18.9864
1000,NovaSkin,Summer Glow Launch,Meta,Stories,Awareness,Interest — Tech,2024-09-22,2024-09,2024-W38,Sunday,True,55734,40194,1.39,438.14,7.86,1227,2.2015,1315,796,89,200,130,2.3594,0,0,0,0,0,0.0,5,301.18,0.36,87.63,0.4075,0.6874
1000,NovaSkin,Summer Glow Launch,Meta,Stories,Awareness,Interest — Fitness,2024-09-23,2024-09,2024-W38,Monday,False,42972,32042,1.34,438.14,10.2,864,2.0106,1213,800,104,202,90,2.8228,0,0,0,0,0,0.0,8,511.76,0.51,54.77,0.9259,1.168
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,Retargeting — Cart Abandoners,2024-09-24,2024-09,2024-W38,Tuesday,False,22296,13402,1.66,219.07,9.83,288,1.2917,404,277,20,54,50,1.812,0,0,0,0,0,0.0,5,281.34,0.76,43.81,1.7361,1.2843
1000,NovaSkin,Summer Glow Launch,Meta,Carousel,Awareness,Interest — Beauty,2024-09-24,2024-09,2024-W38,Tuesday,False,38180,28214,1.35,219.07,5.74,687,1.7994,228,143,23,20,28,0.5972,0,0,0,0,0,0.0,13,893.35,0.32,16.85,1.8923,4.078
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,18-24 Female,2024-09-25,2024-09,2024-W38,Wednesday,False,24061,16943,1.42,219.07,9.1,465,1.9326,419,271,38,49,23,1.7414,0,0,0,0,0,0.0,16,980.2,0.47,13.69,3.4409,4.4744
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,Retargeting — Cart Abandoners,2024-09-25,2024-09,2024-W38,Wednesday,False,24198,16892,1.43,219.07,9.05,116,0.4794,794,519,51,70,93,3.2813,7746,10844,7746,5809,4260,32.0109,0,0.0,1.89,0.0,0.0,0.0
1000,NovaSkin,Summer Glow Launch,Meta,Reels,Awareness,Interest — Beauty,2024-09-26,2024-09,2024-W38,Thursday,False,62797,43788,1.43,438.14,6.98,427,0.68,2535,1470,280,384,269,4.0368,26554,37176,26554,19916,14605,42.2855,9,951.6,1.03,48.68,2.1077,2.1719
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,Retargeting — Cart Abandoners,2024-09-27,2024-09,2024-W38,Friday,False,72774,53690,1.36,438.14,6.02,1068,1.4676,2684,1796,224,246,167,3.6881,0,0,0,0,0,0.0,5,475.07,0.41,87.63,0.4682,1.0843
1000,NovaSkin,Summer Glow Launch,Meta,Stories,Awareness,Interest — Fitness,2024-09-28,2024-09,2024-W38,Saturday,True,81333,49007,1.66,438.14,5.39,340,0.418,1923,1196,176,209,229,2.3644,0,0,0,0,0,0.0,1,73.58,1.29,438.14,0.2941,0.1679
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,Retargeting — Site Visitors,2024-09-29,2024-09,2024-W39,Sunday,True,86334,63541,1.36,438.14,5.07,1612,1.8672,1131,681,59,99,101,1.31,62001,82017,62001,46501,34101,71.8153,23,1631.42,0.27,19.05,1.4268,3.7235
1000,NovaSkin,Summer Glow Launch,Meta,Carousel,Awareness,25-34 Male,2024-09-30,2024-09,2024-W39,Monday,False,49883,39765,1.25,438.14,8.78,1182,2.3695,2344,1504,166,406,339,4.699,0,0,0,0,0,0.0,33,2520.88,0.37,13.28,2.7919,5.7537
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,Interest — Tech,2024-10-01,2024-10,2024-W39,Tuesday,False,27579,17542,1.57,219.07,7.94,368,1.3343,1421,908,135,181,158,5.1525,0,0,0,0,0,0.0,2,125.4,0.6,109.53,0.5435,0.5724
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,Lookalike 1%,2024-10-01,2024-10,2024-W39,Tuesday,False,21206,15796,1.34,219.07,10.33,663,3.1265,259,181,30,37,18,1.2214,11246,15744,11246,8434,6185,53.0322,14,846.53,0.33,15.65,2.1116,3.8642
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,35-44 Mixed,2024-10-02,2024-10,2024-W39,Wednesday,False,24032,17088,1.41,219.07,9.12,461,1.9183,483,294,44,67,62,2.0098,20057,22830,20057,15043,11031,83.4596,6,328.06,0.48,36.51,1.3015,1.4975
1000,NovaSkin,Summer Glow Launch,Meta,Carousel,Awareness,Lookalike 1%,2024-10-02,2024-10,2024-W39,Wednesday,False,59523,45313,1.31,219.07,3.68,946,1.5893,950,652,59,98,139,1.596,0,0,0,0,0,0.0,15,954.41,0.23,14.6,1.5856,4.3566
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,Retargeting — Site Visitors,2024-10-03,2024-10,2024-W39,Thursday,False,36032,24782,1.45,219.07,6.08,718,1.9927,1776,1082,118,183,245,4.929,25643,34230,25643,19232,14103,71.1673,0,0.0,0.31,0.0,0.0,0.0
1000,NovaSkin,Summer Glow Launch,Meta,Reels,Awareness,Interest — Beauty,2024-10-03,2024-10,2024-W39,Thursday,False,39823,29300,1.36,219.07,5.5,435,1.0923,1356,779,71,208,157,3.4051,18165,25431,18165,13624,9991,45.6143,11,733.23,0.5,19.92,2.5287,3.347
1000,NovaSkin,Summer Glow Launch,Meta,Reels,Awareness,25-34 Female,2024-10-04,2024-10,2024-W39,Friday,False,34778,22244,1.56,219.07,6.3,600,1.7252,1315,801,109,195,68,3.7811,24747,33039,24747,18560,13610,71.1571,0,0.0,0.37,0.0,0.0,0.0
1000,NovaSkin,Summer Glow Launch,Meta,Carousel,Awareness,Retargeting — Site Visitors,2024-10-04,2024-10,2024-W39,Friday,False,18011,11606,1.55,219.07,12.16,130,0.7218,547,337,60,53,65,3.037,0,0,0,0,0,0.0,0,0.0,1.69,0.0,0.0,0.0
1000,NovaSkin,Summer Glow Launch,Meta,Reels,Awareness,35-44 Mixed,2024-10-05,2024-10,2024-W39,Saturday,True,47509,35576,1.34,438.14,9.22,919,1.9344,2411,1364,231,433,132,5.0748,20224,28314,20224,15168,11123,42.5688,0,0.0,0.48,0.0,0.0,0.0
1000,NovaSkin,Summer Glow Launch,Meta,Stories,Awareness,Retargeting — Site Visitors,2024-10-06,2024-10,2024-W40,Sunday,True,46081,30964,1.49,438.14,9.51,1004,2.1788,1603,1064,169,198,211,3.4787,0,0,0,0,0,0.0,15,788.55,0.44,29.21,1.494,1.7998
1000,NovaSkin,Summer Glow Launch,Meta,Carousel,Awareness,18-24 Female,2024-10-07,2024-10,2024-W40,Monday,False,54571,32918,1.66,219.07,4.01,1315,2.4097,459,296,47,59,47,0.8411,0,0,0,0,0,0.0,21,914.34,0.17,10.43,1.597,4.1737
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,Retargeting — Cart Abandoners,2024-10-07,2024-10,2024-W40,Monday,False,27181,21170,1.28,219.07,8.06,325,1.1957,636,359,53,67,49,2.3399,15743,22040,15743,11807,8658,57.9191,6,495.38,0.67,36.51,1.8462,2.2613
1000,NovaSkin,Summer Glow Launch,Meta,Stories,Awareness,35-44 Mixed,2024-10-08,2024-10,2024-W40,Tuesday,False,21095,16477,1.28,219.06,10.38,150,0.7111,573,389,60,56,45,2.7163,0,0,0,0,0,0.0,0,0.0,1.46,0.0,0.0,0.0
1000,NovaSkin,Summer Glow Launch,Meta,Video,Awareness,Retargeting — Site Visitors,2024-10-08,2024-10,2024-W40,Tuesday,False,22012,13417,1.64,219.07,9.95,477,2.167,623,398,66,104,45,2.8303,12925,18095,12925,9694,7108,58.718,8,388.43,0.46,27.38,1.6771,1.7731
1000,NovaSkin,Summer Glow Launch,Meta,Stories,Awareness,35-44 Mixed,2024-10-09,2024-10,2024-W40,Wednesday,False,19217,13321,1.44,219.07,11.4,194,1.0095,310,199,25,42,20,1.6132,0,0,0,0,0,0.0,3,232.52,1.13,73.02,1.5464,1.0614
1000,NovaSkin,Summer Glow Launch,Meta,Reels,Awareness,Lookalike 1%,2024-10-09,2024-10,2024-W40,Wednesday,False,24158,17906,1.35,219.06,9.07,465,1.9248,432,276,36,77,27,1.7882,18385,22950,18385,13789,10112,76.1032,0,0.0,0.47,0.0,0.0,0.0
1000,NovaSkin,Summer Glow Launch,Meta,Single Image,Awareness,Interest — Tech,2024-10-10,2024-10,2024-W40,Thursday,False,27354,18441,1.48,219.07,8.01,397,1.4513,821,484,78,114,73,3.0014,0,0,0,0,0,0.0,0,0.0,0.55,0.0,0.0,0.0
1000,NovaSkin,Summer Glow Launch,Meta,Reels,Awareness,25-34 Female,2024-10-10,2024-10,2024-W40,Thursday,False,27078,20060,1.35,219.07,8.09,398,1.4698,78,50,5,9,5,0.2881,16331,22864,16331,12248,8982,60.311,4,240.28,0.55,54.77,1.005,1.0968
1000,NovaSkin,Summer Glow Launch,Meta,Reels,Awareness,Interest — Beauty,2024-10-11,2024-10,2024-W40,Friday,False,51093,35407,1.44,438.14,8.58,325,0.6361,958,544,113,78,118,1.875,15657,21919,15657,11742,8611,30.6441,1,79.84,1.35,438.14,0.3077,0.1822
